0:0,0,0,0,0,0,0,0,0
1:0.709910969597483,21.644354859015703,0.6646661916340475,0.7694675486662393,0.6232225971231655,1.0573364947522421,0.805791108386426,0.6995497710337155,0.655762796838648
2:0,0,0,0,0,0,0,0,0
3:0,0,0,0,0,0,0,0,0
4:1.2280846055880017,1.3751629510290684,1.3388490656416625,22.206677440372715,1.3475201540109072,0.09960372820346726,1.222695329435921,1.6489457407984869,0.6478837437590401
5:22.58740397576648,2.965114593578785,0.4720835452706344,2.3339464771758154,3.556524553605634,1.6813643032139787,3.6284312901008473,0.6939528428436157,3.800399328712947
6:-0.04837983467432623,20.16178094468172,-0.08575530641632179,-1.0935738995272466,-0.09040685517890601,-0.5566597739457374,-1.159229304199213,-1.0008267004891385,-0.9554684229373975
7:0,0,0,0,0,0,0,0,0
8:-0.049535381584255654,-0.10734310590473613,-0.09483507506684169,12.338098971562417,-0.06587691478354332,-0.07517666575944162,0.8042095695792304,0.07782029472688053,-0.10072654936704357
9:2.8673442696603084,0.25533385877578185,1.4860781067437747,21.442358017680817,1.4903037727831832,-0.38007647909775577,1.5542861697580488,1.325808399321428,1.3418962626794853
10:0,0,0,0,0,0,0,0,0
11:0,0,0,0,0,0,0,0,0
12:0,0,0,0,0,0,0,0,0
13:0,0,0,0,0,0,0,0,0
14:0,0,0,0,0,0,0,0,0
15:0,0,0,0,0,0,0,0,0
16:0,0,0,0,0,0,0,0,0
17:0,0,0,0,0,0,0,0,0
18:0,0,0,0,0,0,0,0,0
19:0,0,0,0,0,0,0,0,0
20:0,0,0,0,0,0,0,0,0
21:0,0,0,0,0,0,0,0,0
22:0,0,0,0,0,0,0,0,0
23:0,0,0,0,0,0,0,0,0
24:0.8387250566620641,0.7066588136383457,0.6720844907635016,0.6923958428501803,0.6415760838892033,0.7726790689347719,0.6939774753099504,21.613789006430782,1.1751907038247078
25:0,0,0,0,0,0,0,0,0
26:0,0,0,0,0,0,0,0,0
27:0,0,0,0,0,0,0,0,0
28:1.2720302462835706,1.1340458822854833,1.0570421515146609,0.8940952040558757,1.1555632463850183,0.14958558714113693,22.1119507883866,1.575730890808657,0.5882479125977638
29:2.1655307416257896,2.488414899735766,0.5455211694749048,22.51899590136154,3.327351783918942,1.5606832129283534,3.49651622161072,0.23202288189784376,3.5132507482659263
30:0,0,0,0,0,0,0,0,0
31:0,0,0,0,0,0,0,0,0
32:-0.04548463167744966,-0.028941569416894145,-0.05123764377539914,0.7398197741520969,-0.0034823641401335445,-0.03682635349245467,13.665010996679701,0.14867758733189773,-0.07800145000985402
33:2.349727429178097,0.42801422404369777,1.3739755000120808,21.410360829945727,1.3104091169750538,-0.36692258431442903,1.509858126638402,1.4854578953979105,1.4310626620677198
34:-1.0108356267259848,-1.0192475675817225,-0.9371313232654713,14.744951171339753,-0.9599242096154528,-1.2456668804413378,-1.3624168957320717,-1.243062531554108,-0.9867184171516571
35:0,0,0,0,0,0,0,0,0
36:0,0,0,0,0,0,0,0,0
37:0,0,0,0,0,0,0,0,0
38:0,0,0,0,0,0,0,0,0
39:0,0,0,0,0,0,0,0,0
40:0,0,0,0,0,0,0,0,0
41:0,0,0,0,0,0,0,0,0
42:0,0,0,0,0,0,0,0,0
43:0,0,0,0,0,0,0,0,0
44:0,0,0,0,0,0,0,0,0
